49.064,51.049,51.11
83.687,89.768,89.959
83.687,89.768,89.959
163.55,190.18,191.04
170.29,199.55,200.49
170.29,199.55,200.49
236.66,302.02,304.19
236.66,302.02,304.19
278.03,379.01,382.45
294.38,413.61,417.71
294.38,413.61,417.71
294.38,413.61,417.71
0,1664.9,1734.9
0,1809.9,1893.2
0,1809.9,1893.2
0,2035.6,2142.1
0,2035.6,2142.1
0,2058.7,2167.8
0,2347.4,2491
0,2347.4,2491
0,2489.8,2652.4
0,2737.3,2936.2
0,2737.3,2936.2
0,2737.3,2936.2
0,2737.3,2936.2
0,2737.3,2936.2
0,2737.3,2936.2
0,3981.6,4429.3
0,4116.2,4598
0,4116.2,4598
0,4385.5,4940.3
0,4406.9,4967.8
0,4406.9,4967.8
0,4616.6,5239.1
0,4616.6,5239.1
0,4754.7,5420.2
0,4814.5,5499
0,4814.5,5499
0,4814.5,5499
0,5376,6257.4
0,5426.8,6327.6
0,5426.8,6327.6
0,5483.1,6405.7
0,5483.1,6405.7
0,5487.8,6412.2
0,5533.9,6476.6
0,5533.9,6476.6
0,5550,6499
0,5570,6527
0,5570,6527
0,5570,6527
0,5570,6527
0,5570,6527
0,5570,6527
0,7610.5,9656.7
0,7610.5,9656.7
0,7610.5,9656.7
0,7618.3,9669.8
0,7637.5,9702.4
0,7637.5,9702.4
0,7667.7,9753.6
0,7667.7,9753.6
0,7670.7,9758.7
0,7705.6,9818.3
0,7705.6,9818.3
0,7720.4,9843.5
0,7741,9878.7
0,7741,9878.7
0,7741,9878.7
0,7741,9878.7
0,7741,9878.7
0,7741,9878.7
0,9094,12397
0,9094,12397
0,9094,12397
0,9094,12397
0,9094,12397
0,9094,12397
0,9094,12397
0,9094,12397
0,9094,12397
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,9629,13529
0,0,54456
0,0,54456
0,0,54456
0,0,54456
0,0,54456
0,0,54456
0,0,54456
0,0,54456
0,0,54456
0,0,59200
0,0,59200
0,0,59200
0,0,59200
0,0,59200
0,0,59200
0,0,59271
0,0,59321
0,0,59321
0,0,59441
0,0,59451
0,0,59451
0,0,59555
0,0,59555
0,0,59621
0,0,59647
0,0,59647
0,0,59647
0,0,66583
0,0,66583
0,0,66583
0,0,66583
0,0,66583
0,0,66583
0,0,66651
0,0,66706
0,0,66706
0,0,66864
0,0,66880
0,0,66880
0,0,67073
0,0,67073
0,0,67248
0,0,69188
0,0,69188
0,0,69188
0,0,69397
0,0,69880
0,0,69880
0,0,70618
0,0,70618
0,0,70694
0,0,71651
0,0,71651
0,0,72134
0,0,76780
0,0,76780
0,0,76780
0,0,76780
0,0,76780
0,0,76780
0,0,77754
0,0,78325
0,0,78325
0,0,79505
0,0,79601
0,0,79601
0,0,80552
0,0,80552
0,0,81177
0,0,87178
0,0,87178
0,0,87178
0,0,87365
0,0,87788
0,0,87788
0,0,88364
0,0,88364
0,0,88418
0,0,89000
0,0,89000
0,0,89229
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,89536
0,0,1.2278e+05
0,0,1.23e+05
0,0,1.23e+05
0,0,1.2356e+05
0,0,1.2361e+05
0,0,1.2361e+05
0,0,1.2417e+05
0,0,1.2417e+05
0,0,1.2457e+05
0,0,1.2475e+05
0,0,1.2475e+05
0,0,1.2475e+05
0,0,1.3048e+05
0,0,1.3108e+05
0,0,1.3108e+05
0,0,1.3198e+05
0,0,1.3198e+05
0,0,1.3207e+05
0,0,1.3318e+05
0,0,1.3318e+05
0,0,1.3372e+05
0,0,1.3464e+05
0,0,1.3464e+05
0,0,1.3464e+05
0,0,1.3464e+05
0,0,1.3464e+05
0,0,1.3464e+05
0,0,1.3899e+05
0,0,1.3944e+05
0,0,1.3944e+05
0,0,1.4033e+05
0,0,1.404e+05
0,0,1.404e+05
0,0,1.4109e+05
0,0,1.4109e+05
0,0,1.4154e+05
0,0,1.4173e+05
0,0,1.4173e+05
0,0,1.4173e+05
0,0,1.4353e+05
0,0,1.4369e+05
0,0,1.4369e+05
0,0,1.4387e+05
0,0,1.4387e+05
0,0,1.4389e+05
0,0,1.4403e+05
0,0,1.4403e+05
0,0,1.4408e+05
0,0,1.4415e+05
0,0,1.4415e+05
0,0,1.4415e+05
0,0,1.4415e+05
0,0,1.4415e+05
0,0,1.4415e+05
0,0,1.5059e+05
0,0,1.5059e+05
0,0,1.5059e+05
0,0,1.5061e+05
0,0,1.5067e+05
0,0,1.5067e+05
0,0,1.5077e+05
0,0,1.5077e+05
0,0,1.5078e+05
0,0,1.5089e+05
0,0,1.5089e+05
0,0,1.5094e+05
0,0,1.51e+05
0,0,1.51e+05
0,0,1.51e+05
0,0,1.51e+05
0,0,1.51e+05
0,0,1.51e+05
0,0,1.5552e+05
0,0,1.5552e+05
0,0,1.5552e+05
0,0,1.5552e+05
0,0,1.5552e+05
0,0,1.5552e+05
0,0,1.5552e+05
0,0,1.5552e+05
0,0,1.5552e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.5748e+05
0,0,1.7584e+05
0,0,1.7584e+05
0,0,1.7584e+05
