m=1,m=2,m=3,m=4,m=5,p=1e-05
7.9748e+05,7.9748e+05,8.0003e+05,8.8866e+06,-2.6133e+13
8.0001e+05,8.0001e+05,8.0003e+05,8.3338e+07,-2.5428e+13
8.0254e+05,8.0254e+05,8.0012e+05,1.1816e+08,-1.6832e+13
,3.1899e+11,3.19e+11,3.1877e+11,-8.9819e+12
,3.1929e+11,3.1929e+11,3.192e+11,-4.2989e+12
,3.1929e+11,3.1929e+11,3.1921e+11,-4.2989e+12
,3.1929e+11,3.1929e+11,3.1997e+11,-2.6685e+12
,3.2001e+11,3.2001e+11,3.2042e+11,-2.2457e+12
,3.2072e+11,3.2072e+11,3.2044e+11,-3.3326e+11
,3.2072e+11,3.2072e+11,3.2044e+11,1.0551e+12
,3.2072e+11,3.2072e+11,3.2089e+11,4.6777e+12
,3.2102e+11,3.2102e+11,3.2127e+11,6.8603e+12
,6.4001e+11,6.4002e+11,6.4005e+11,1.0403e+13
,6.4001e+11,6.4002e+11,6.4009e+11,1.0528e+13
,6.4001e+11,6.4002e+11,6.4015e+11,4.3813e+13
,,1.276e+17,1.276e+17,1.2685e+17
,,1.276e+17,1.276e+17,1.2704e+17
,,1.276e+17,1.276e+17,1.2711e+17
,,1.276e+17,1.276e+17,1.2711e+17
,,1.2772e+17,1.2772e+17,1.272e+17
,,1.2772e+17,1.2772e+17,1.2732e+17
,,1.2772e+17,1.2772e+17,1.2745e+17
,,1.2772e+17,1.2772e+17,1.2759e+17
,,1.2772e+17,1.2772e+17,1.2771e+17
,,1.2772e+17,1.2772e+17,1.2776e+17
,,1.2772e+17,1.2772e+17,1.2784e+17
,,1.2772e+17,1.2772e+17,1.2799e+17
,,1.2772e+17,1.2772e+17,1.2799e+17
,,1.28e+17,1.28e+17,1.28e+17
,,1.28e+17,1.28e+17,1.28e+17
,,1.28e+17,1.28e+17,1.28e+17
,,1.28e+17,1.28e+17,1.28e+17
,,1.28e+17,1.2801e+17,1.2801e+17
,,1.28e+17,1.2801e+17,1.2801e+17
,,1.28e+17,1.2801e+17,1.2801e+17
,,1.2829e+17,1.2829e+17,1.2801e+17
,,1.2829e+17,1.2829e+17,1.2802e+17
,,1.2829e+17,1.2829e+17,1.282e+17
,,1.2829e+17,1.2829e+17,1.2827e+17
,,1.2829e+17,1.2829e+17,1.2829e+17
,,1.2829e+17,1.2829e+17,1.2845e+17
,,1.2829e+17,1.2829e+17,1.2858e+17
,,1.2829e+17,1.2829e+17,1.2872e+17
,,1.2829e+17,1.2829e+17,1.2883e+17
,,1.2841e+17,1.2841e+17,1.2891e+17
,,1.2841e+17,1.2841e+17,1.2891e+17
,,1.2841e+17,1.2841e+17,1.2895e+17
,,1.2841e+17,1.2841e+17,1.2918e+17
,,2.5601e+17,2.5601e+17,2.56e+17
,,2.5601e+17,2.5601e+17,2.56e+17
,,2.5601e+17,2.5601e+17,2.56e+17
,,2.5601e+17,2.5601e+17,2.56e+17
,,2.5601e+17,2.5601e+17,2.56e+17
,,2.5601e+17,2.5601e+17,2.56e+17
,,2.5601e+17,2.5601e+17,2.56e+17
,,2.5601e+17,2.5601e+17,2.56e+17
,,2.5601e+17,2.5601e+17,2.5601e+17
,,2.5601e+17,2.5601e+17,2.5601e+17
,,2.5601e+17,2.5601e+17,2.5601e+17
,,2.5601e+17,2.5601e+17,2.5602e+17
,,2.5601e+17,2.5601e+17,2.5602e+17
,,2.5601e+17,2.5601e+17,2.5602e+17
,,2.5601e+17,2.5601e+17,2.5605e+17
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.104e+22,5.104e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1087e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1088e+22,5.1088e+22
,,,5.1202e+22,5.1202e+22
,,,5.1202e+22,5.1202e+22
,,,5.1202e+22,5.1202e+22
,,,5.1202e+22,5.1202e+22
,,,5.1202e+22,5.1202e+22
,,,5.1202e+22,5.1202e+22
,,,5.1202e+22,5.1202e+22
