0,0.5,0.34158,0.25,0.21068,0.17219,0.15072,0.125,0.10315,0.094824,0.08976,0.086714,0.082406,0.08133,0.080661
0,0,0.65842,0.5,0.41354,0.32781,0.27739,0.25,0.22175,0.20449,0.17458,0.16329,0.15285,0.15078,0.14957
0,0,0,0.75,0.58646,0.5,0.4291,0.375,0.33558,0.29551,0.26967,0.25,0.22055,0.21758,0.21596
0,0,0,0,0.78932,0.67219,0.5709,0.5,0.44856,0.40518,0.35147,0.33671,0.29292,0.28242,0.27858
0,0,0,0,0,0.82781,0.72261,0.625,0.55144,0.5,0.4588,0.41329,0.39245,0.34922,0.3412
0,0,0,0,0,0,0.84928,0.75,0.66442,0.59482,0.5412,0.5,0.46632,0.41867,0.4047
0,0,0,0,0,0,0,0.875,0.77825,0.70449,0.64853,0.58671,0.53368,0.5,0.46838
0,0,0,0,0,0,0,0,0.89685,0.79551,0.73033,0.66329,0.60755,0.58133,0.53162
0,0,0,0,0,0,0,0,0,0.90518,0.82542,0.75,0.70708,0.65078,0.5953
0,0,0,0,0,0,0,0,0,0,0.91024,0.83671,0.77945,0.71758,0.6588
0,0,0,0,0,0,0,0,0,0,0,0.91329,0.84715,0.78242,0.72142
0,0,0,0,0,0,0,0,0,0,0,0,0.91759,0.84922,0.78404
0,0,0,0,0,0,0,0,0,0,0,0,0,0.91867,0.85043
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
