0,0.5,0.34318,0.25,0.2198,0.17637,0.16305,0.125,0.092964,0.089649,0.087574,0.08571,0.080143,0.07998,0.079842,0.0625,0.062227,0.061977,0.061691,0.055092,0.05356,0.052048,0.049935,0.045676,0.043729,0.043018,0.042407,0.04168,0.035675,0.034959,0.034078,0.03125,0.028466,0.027644,0.027004,0.023149,0.022866,0.022652,0.022427,0.021924,0.021517,0.021382,0.021273,0.02115,0.020531,0.020504,0.02048,0.020453,0.018476,0.018472,0.018467,0.018389,0.018377,0.018368,0.018357,0.01833,0.018306,0.018297,0.01829,0.018281,0.018235,0.018233,0.018231
0,0,0.65682,0.5,0.42292,0.32363,0.26905,0.25,0.22148,0.20758,0.1703,0.16429,0.15081,0.15047,0.15018,0.125,0.12465,0.12433,0.12396,0.10783,0.10513,0.10198,0.095676,0.079324,0.068198,0.06694,0.066203,0.065557,0.063228,0.063081,0.062919,0.0625,0.060959,0.060429,0.059983,0.055697,0.055039,0.054428,0.053621,0.050445,0.046056,0.045428,0.04495,0.044447,0.042284,0.042199,0.042126,0.042047,0.037332,0.037323,0.037314,0.037154,0.03713,0.037111,0.037089,0.037035,0.036985,0.036967,0.036952,0.036935,0.036843,0.036838,0.036834
0,0,0,0.75,0.57708,0.5,0.42983,0.375,0.33659,0.29242,0.26651,0.25,0.21862,0.21822,0.21789,0.1875,0.18685,0.18618,0.18529,0.14217,0.13809,0.13403,0.13108,0.125,0.11849,0.11547,0.11195,0.10853,0.099738,0.098824,0.097684,0.09375,0.0899,0.088867,0.088086,0.083248,0.08272,0.082224,0.081527,0.074555,0.066809,0.065829,0.065214,0.064651,0.062704,0.062632,0.062569,0.0625,0.054843,0.054834,0.054823,0.054642,0.054616,0.054594,0.05457,0.054508,0.054452,0.054432,0.054415,0.054395,0.05429,0.054285,0.054281
0,0,0,0,0.7802,0.67637,0.57017,0.5,0.45562,0.41035,0.34189,0.33571,0.28522,0.28178,0.27944,0.25,0.24537,0.23239,0.22251,0.19491,0.191,0.18706,0.18513,0.17068,0.14936,0.14534,0.14327,0.14147,0.12821,0.1276,0.12692,0.125,0.1231,0.12245,0.12189,0.11214,0.10868,0.10753,0.10635,0.10308,0.091969,0.087706,0.086238,0.085262,0.083114,0.083056,0.083006,0.082953,0.074355,0.074197,0.074024,0.071691,0.071427,0.071221,0.071,0.070492,0.070073,0.069935,0.069822,0.069697,0.069084,0.069058,0.069035
0,0,0,0,0,0.82363,0.73095,0.625,0.54438,0.5,0.45909,0.41429,0.39602,0.34953,0.33948,0.3125,0.31046,0.26761,0.253,0.25,0.24693,0.23295,0.21317,0.20432,0.19519,0.18947,0.18627,0.18444,0.16625,0.16498,0.16335,0.15625,0.14942,0.14807,0.14712,0.13786,0.13441,0.13234,0.13036,0.125,0.12017,0.11853,0.11678,0.11356,0.10487,0.10475,0.10465,0.10455,0.099109,0.099082,0.099051,0.097856,0.0973,0.096496,0.094468,0.087965,0.085686,0.085173,0.084812,0.084459,0.083209,0.083168,0.083134
0,0,0,0,0,0,0.83695,0.75,0.66341,0.58965,0.54091,0.5,0.46793,0.42002,0.40353,0.375,0.37411,0.31382,0.31288,0.30509,0.30017,0.26705,0.25128,0.25,0.2452,0.23341,0.21755,0.20832,0.19889,0.1975,0.19573,0.1875,0.18425,0.1831,0.18203,0.16675,0.16562,0.16438,0.16186,0.14692,0.14363,0.14253,0.14129,0.13644,0.12599,0.12564,0.12534,0.125,0.11723,0.11722,0.1172,0.11691,0.11683,0.11674,0.11658,0.10667,0.10159,0.10113,0.10086,0.10063,0.09997,0.099951,0.099935
0,0,0,0,0,0,0,0.875,0.77852,0.70758,0.65811,0.58571,0.53207,0.5,0.46847,0.4375,0.43615,0.37567,0.37459,0.35783,0.34878,0.31294,0.30424,0.29568,0.29113,0.26659,0.25106,0.25,0.23743,0.23414,0.23261,0.21875,0.20588,0.20498,0.20441,0.1943,0.1912,0.18698,0.18507,0.17544,0.16723,0.16635,0.16565,0.16474,0.14598,0.14578,0.14562,0.14545,0.13377,0.13374,0.1337,0.13309,0.13298,0.13286,0.13269,0.125,0.11736,0.11723,0.11716,0.11709,0.11688,0.11688,0.11687
0,0,0,0,0,0,0,0,0.90704,0.79242,0.73349,0.66429,0.60398,0.57998,0.53153,0.5,0.48237,0.43802,0.43621,0.39217,0.38252,0.36597,0.35439,0.32932,0.31562,0.31053,0.29399,0.29168,0.26997,0.26586,0.25565,0.25,0.23956,0.23526,0.2335,0.22685,0.21991,0.20871,0.20566,0.19956,0.19306,0.18905,0.18656,0.18535,0.16781,0.1675,0.16727,0.16705,0.15983,0.15972,0.1596,0.15214,0.15101,0.15013,0.14911,0.14333,0.13329,0.13311,0.133,0.13291,0.13255,0.13254,0.13252
0,0,0,0,0,0,0,0,0,0.91035,0.8297,0.75,0.71478,0.65047,0.59647,0.5625,0.51763,0.5,0.48241,0.44491,0.43696,0.39802,0.38619,0.375,0.36363,0.35466,0.31826,0.31556,0.30824,0.3025,0.29312,0.28125,0.27011,0.26474,0.25666,0.25,0.24668,0.23745,0.23054,0.22808,0.22327,0.21,0.20711,0.20555,0.1926,0.19117,0.18964,0.1875,0.17951,0.17949,0.17947,0.17831,0.17542,0.16805,0.16545,0.16204,0.15256,0.15081,0.15,0.14937,0.14758,0.14753,0.14748
0,0,0,0,0,0,0,0,0,0,0.91243,0.83571,0.78138,0.71822,0.66052,0.625,0.56385,0.56198,0.51759,0.5,0.48289,0.44795,0.43717,0.42068,0.39436,0.38453,0.36673,0.35853,0.34392,0.33502,0.31533,0.3125,0.30535,0.29502,0.29143,0.27315,0.272,0.26255,0.25138,0.25,0.24629,0.23836,0.2302,0.22885,0.21564,0.21104,0.20917,0.20795,0.19581,0.19579,0.19578,0.19536,0.19495,0.18301,0.18045,0.17951,0.17839,0.17088,0.16707,0.16554,0.16338,0.16334,0.1633
0,0,0,0,0,0,0,0,0,0,0,0.91429,0.84919,0.78178,0.72056,0.6875,0.62589,0.62433,0.56379,0.55509,0.51711,0.5,0.48301,0.45432,0.43892,0.43306,0.39621,0.39147,0.37639,0.3724,0.35233,0.34375,0.33556,0.3169,0.3138,0.3057,0.3034,0.29129,0.27381,0.27192,0.27082,0.26164,0.25082,0.25,0.24399,0.23915,0.23119,0.22955,0.21954,0.21925,0.21888,0.21285,0.21083,0.19755,0.19583,0.19549,0.1952,0.19426,0.18133,0.1803,0.17955,0.17953,0.17952
0,0,0,0,0,0,0,0,0,0,0,0,0.91986,0.84953,0.78211,0.75,0.68954,0.68618,0.62541,0.60783,0.56304,0.55205,0.51699,0.5,0.48334,0.45698,0.43996,0.43444,0.41348,0.40118,0.37922,0.375,0.37088,0.35193,0.34358,0.33325,0.3316,0.31302,0.30578,0.30044,0.29469,0.29,0.27176,0.27115,0.2694,0.26085,0.25123,0.25,0.24179,0.24177,0.24174,0.23161,0.22698,0.22352,0.2167,0.21296,0.21118,0.2087,0.19602,0.1956,0.19529,0.19528,0.19528
0,0,0,0,0,0,0,0,0,0,0,0,0,0.92002,0.84982,0.8125,0.75463,0.73239,0.68712,0.64217,0.61748,0.60198,0.56283,0.54568,0.51666,0.5,0.48346,0.45832,0.4466,0.43692,0.41665,0.40625,0.39642,0.37755,0.37363,0.36214,0.35703,0.33562,0.33287,0.32456,0.31501,0.31095,0.29599,0.29445,0.2913,0.28896,0.27106,0.27045,0.25837,0.25823,0.25808,0.25,0.24264,0.24194,0.24137,0.23167,0.22712,0.2253,0.21782,0.21306,0.21091,0.21086,0.21082
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92016,0.875,0.81315,0.76761,0.747,0.69491,0.65122,0.63403,0.61381,0.57932,0.56108,0.54302,0.51654,0.5,0.48409,0.46504,0.44867,0.4375,0.43194,0.41113,0.39949,0.38786,0.38164,0.36766,0.35817,0.35308,0.33641,0.33365,0.31657,0.31465,0.31114,0.30883,0.29278,0.29205,0.28275,0.28075,0.27853,0.26839,0.26315,0.25806,0.25631,0.25,0.24252,0.24207,0.24137,0.23172,0.22656,0.2265,0.22645
