1,1,-0.55983,-0.42857,1,-1,-0.47485,-0.42857,-0.47485,-0.86889,-0.66386,0.23474,-0.13003,-0.19264,-0.090775
0,-1,1,1,-0.9721,0.51654,0.3166,0.42857,0.35389,1,1,-0.42857,0.38666,0.60263,0.29492
0,0,-0.55983,-1,0.49966,-1,-1,-1,-0.55035,-0.51654,-0.27367,0.23474,-0.55983,-0.9385,-0.48414
0,0,0,0.42857,-0.9721,1,0.46153,1,1,1,0.9721,-0.54772,0.54772,1,0.54772
0,0,0,0,1,-0.51654,-1,-1,-0.46153,-0.86889,-0.82574,1,-0.32242,-0.9385,-0.64987
0,0,0,0,0,1,0.3166,1,1,0.86889,0.49966,-0.54772,0.89207,0.60263,0.83337
0,0,0,0,0,0,-0.47485,-0.42857,-0.55035,-1,-0.82574,0.54772,-1,-0.19264,-0.97469
0,0,0,0,0,0,0,0.42857,0.35389,0.51654,0.9721,-1,0.89207,0.19264,1
0,0,0,0,0,0,0,0,-0.47485,-1,-0.27367,0.54772,-0.32242,-0.60263,-0.97469
0,0,0,0,0,0,0,0,0,0.86889,1,-0.23474,0.54772,0.9385,0.83337
0,0,0,0,0,0,0,0,0,0,-0.66386,0.42857,-0.55983,-1,-0.64987
0,0,0,0,0,0,0,0,0,0,0,-0.23474,0.38666,0.9385,0.54772
0,0,0,0,0,0,0,0,0,0,0,0,-0.13003,-0.60263,-0.48414
0,0,0,0,0,0,0,0,0,0,0,0,0,0.19264,0.29492
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090775
