1,-1,1,-1,-0.87809,-0.89815,0.97971,1,0.97971,0.89815,-0.80336,0.71414,0.58721,-0.39357,0.20078
0,1,-0.97935,0.96078,0.94931,1,-0.83719,-1,-0.83719,-0.67377,0.87809,-1,-0.9559,0.71299,-0.38632
0,0,1,-0.96078,-1,-0.89815,0.88805,0.96078,0.71414,1,-0.71414,0.71414,1,-0.92392,0.55739
0,0,0,1,0.94931,0.89815,-1,-0.96078,-0.88805,-0.67377,0.94931,-0.68614,-0.69939,1,-0.71414
0,0,0,0,-0.87809,-1,0.88805,0.96078,1,0.89815,-0.55744,0.96078,0.38263,-0.92392,0.83854
0,0,0,0,0,0.89815,-0.83719,-0.96078,-0.88805,-0.89815,1,-0.68614,-0.81307,0.71299,-0.92727
0,0,0,0,0,0,0.97971,1,0.71414,0.67377,-0.55744,0.68614,0.97935,-0.39357,0.98128
0,0,0,0,0,0,0,-1,-0.83719,-1,0.94931,-0.96078,-0.81307,0.39357,-1
0,0,0,0,0,0,0,0,0.97971,0.67377,-0.71414,0.68614,0.38263,-0.71299,0.98128
0,0,0,0,0,0,0,0,0,-0.89815,0.87809,-0.71414,-0.69939,0.92392,-0.92727
0,0,0,0,0,0,0,0,0,0,-0.80336,1,1,-1,0.83854
0,0,0,0,0,0,0,0,0,0,0,-0.71414,-0.9559,0.92392,-0.71414
0,0,0,0,0,0,0,0,0,0,0,0,0.58721,-0.71299,0.55739
0,0,0,0,0,0,0,0,0,0,0,0,0,0.39357,-0.38632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20078
