1,-1,-0.70994,-0.66667,-1,1,-0.71216,0.66667,-0.70446,-0.96537,0.82725,-0.47329,0.34403,-0.38968,-0.20842,-0.44444,-0.69372,0.75806,-0.43003,-0.66667,0.8207,-0.80884,-0.62375,-0.66667,-0.56036,-0.72289,-0.70201,0.48043,0.43312,0.62281,-0.53523,0.44444,0.53523,-0.62281,-0.43312,0.48043,-0.70201,-0.72289,0.56036,0.66667,-0.5927,-0.70918,-0.67103,-0.51569,0.29728,0.50306,-0.44615,0.28109,-0.10089,-0.17847,0.14791,-0.17773,-0.29509,-0.32621,-0.22043,-0.18725,0.17754,-0.2159,-0.17326,-0.093558,-0.055419,-0.057258,-0.02824
0,1,1,1,0.93652,-0.7242,0.58892,-0.66667,0.65302,1,-1,0.66667,-0.58825,0.72525,0.40797,0.66667,1,-1,0.49015,0.64161,-0.73552,0.63324,0.46323,0.54054,0.44655,0.54839,0.49175,-0.36935,-0.395,-0.59554,0.5277,-0.44444,-0.5277,0.59554,0.395,-0.36935,0.48522,0.51718,-0.45454,-0.62237,0.62375,0.80884,0.8207,0.66667,-0.43003,-0.75806,0.69372,-0.44444,0.1975,0.35602,-0.30158,0.3803,0.64342,0.72571,0.49986,0.43426,-0.41984,0.51718,0.41955,0.22842,0.13732,0.14252,0.0705
0,0,-0.70994,-1,-0.68009,1,-1,1,-0.72295,-0.76861,0.58448,-0.47329,0.70994,-0.92766,-0.53917,-0.66667,-0.92075,0.74565,-0.3629,-0.46593,0.56821,-0.68228,-0.62901,-0.66667,-0.69891,-1,-1,0.66667,0.53178,0.84885,-0.77908,0.66667,0.77908,-0.84885,-0.53178,0.39028,-0.49175,-0.54839,0.44655,0.54054,-0.46323,-0.51731,-0.43953,-0.29468,0.20037,0.4108,-0.41677,0.28109,-0.20842,-0.38968,0.34403,-0.47329,-0.82725,-0.96537,-0.68641,-0.61844,0.61671,-0.7752,-0.63952,-0.3526,-0.2168,-0.22652,-0.11256
0,0,0,0.66667,0.93652,-1,0.69397,-1,1,1,-0.96241,0.70994,-0.65614,1,0.63246,0.44444,0.51189,-0.43426,0.24886,0.64161,-0.82301,1,0.81487,0.66667,0.57347,0.61739,0.63571,-0.48156,-0.41212,-0.75833,0.75315,-0.66667,-0.75315,0.75833,0.45101,-0.66667,1,1,-0.69891,-0.62237,0.38618,0.63324,0.73552,0.64161,-0.43574,-0.75587,0.67251,-0.42164,0.14034,0.28087,-0.26659,0.42164,0.77354,0.94796,0.70446,0.66667,-0.69235,0.89318,0.75273,0.42164,0.26659,0.28087,0.14034
0,0,0,0,-1,0.7242,-1,1,-0.70612,-0.96537,0.78399,-1,0.7013,-0.92766,-0.75079,-0.66667,-0.58497,0.32997,-0.3163,-0.66667,0.74552,-0.56629,-0.42766,-0.54054,-0.50528,-0.80411,-0.74402,0.66667,0.6899,0.81915,-0.7288,0.66667,0.7288,-0.67585,-0.3918,0.48156,-0.63571,-0.51195,0.41768,0.66667,-0.62901,-0.68228,-0.50043,-0.38743,0.49015,1,-1,0.66667,-0.2847,-0.46965,0.34374,-0.22101,-0.44576,-0.66084,-0.5679,-0.61844,0.71216,-0.97676,-0.8635,-0.50053,-0.33539,-0.35931,-0.18151
0,0,0,0,0,-1,0.58892,-1,1,0.96537,-0.69889,0.70994,-0.92062,0.72525,0.88439,1,0.66039,-0.43426,0.55495,1,-0.75947,0.41944,0.49847,0.66667,0.6376,0.57593,0.56465,-0.36935,-0.4876,-0.6276,0.68201,-0.66667,-0.68201,0.81915,0.6899,-0.66667,0.71082,0.61739,-0.57347,-0.66667,0.41934,0.48294,0.56821,0.46593,-0.19997,-0.44966,0.5714,-0.42164,0.40797,0.72525,-0.58825,0.57062,0.77434,0.57502,0.23113,0.43426,-0.64555,1,0.96193,0.58959,0.43117,0.47303,0.24263
0,0,0,0,0,0,-0.71216,0.66667,-0.72295,-1,0.78399,-0.70994,1,-0.38968,-0.9766,-1,-0.4783,0.74565,-1,-0.96241,0.54685,-0.56629,-0.90214,-1,-0.62346,-0.44464,-0.51382,0.48043,0.7233,1,-0.58755,0.44444,0.42334,-0.6276,-0.4876,0.39028,-0.74402,-0.80411,0.50528,0.62237,-0.81487,-1,-0.78441,-0.38743,0.3629,0.70877,-0.66389,0.42164,-0.34264,-0.65139,0.57046,-0.66667,-1,-0.88497,-0.37873,-0.18725,0.50909,-0.9396,-1,-0.65107,-0.51933,-0.5826,-0.30306
0,0,0,0,0,0,0,-0.66667,0.65302,0.76861,-0.96241,1,-0.92062,0.38968,1,0.66667,0.27883,-1,0.84591,0.69889,-0.73574,1,0.87732,0.81081,0.57083,0.57593,0.79188,-0.72065,-0.46851,-0.67654,0.42362,-0.44444,-0.58755,1,0.7233,-0.36935,0.56465,0.45688,-0.3433,-0.54054,0.35612,0.67079,0.82301,0.64161,-0.225,-0.74565,0.92075,-0.66667,0.26214,0.35019,-0.34227,0.57062,0.96999,1,0.53848,0.18725,-0.37221,0.83383,0.97309,0.66667,0.57046,0.65139,0.34264
0,0,0,0,0,0,0,0,-0.70446,-1,0.58448,-0.70994,0.7013,-0.72525,-0.9766,-0.66667,-0.21701,0.75806,-0.47178,-0.96241,1,-0.68228,-0.64279,-1,-1,-0.80411,-0.61182,0.55402,0.60016,1,-0.69981,0.66667,0.48529,-0.67654,-0.43438,0.48043,-0.51382,-0.57593,0.6376,0.62237,-0.42766,-0.56629,-0.42791,-0.29468,0.24886,0.3061,-0.48144,0.42164,-0.53917,-0.87311,0.59966,-0.22101,-0.61497,-0.89722,-0.65302,-0.43426,0.19506,-0.65832,-0.88513,-0.65107,-0.6115,-0.71446,-0.38125
0,0,0,0,0,0,0,0,0,0.96537,-1,0.47329,-0.65614,0.92766,0.88439,1,0.27883,-0.75806,0.35054,1,-0.54462,0.63324,1,1,0.61965,0.61739,0.87032,-1,-0.96594,-0.6276,0.50289,-0.66667,-0.69981,1,0.49618,-0.72065,0.59615,0.44464,-0.28309,-0.66667,0.49847,0.41092,0.74552,0.66667,-0.17165,-0.43426,0.43994,-0.28109,0.5289,0.92766,-0.70994,0.42164,0.26066,0.59683,0.6462,0.61844,-0.37867,0.32623,0.68375,0.58959,0.65954,0.80122,0.43782
